id,st,end,time,stdev
0,0,1,8.326913743019103,0.017304351327325815
1,0,2,8.772203865051269,0.02060655504859982
2,1,2,20.50561405181885,0.08567755181542744
3,2,3,41.0177968788147,6.546454036595063
4,2,4,114.17423645019531,0.37080851651707775
5,3,4,14.111193132400512,0.029675090426546084
6,4,5,25.186032161712646,0.11286922832404914
7,4,6,30.260052652359008,0.28093528033398557
8,4,7,207.41159881591796,0.36424596242395935
9,4,8,338.93406860351564,0.1620991236145511
10,5,6,9.722453293800355,0.042286760436264254
11,5,7,13.03276577949524,0.07575332235689078
12,5,8,103.39464534759522,0.20889484580545423
13,6,7,9.725028190612793,0.04050072965233604
14,6,8,13.03555697441101,0.0779521749173917
15,7,8,9.716243696212768,0.04117186801377567
16,8,9,17.8516659450531,0.1073048045457938
17,8,10,22.99314765930176,0.21371451202721295
18,8,11,206.29462867736817,0.2996600949701716
19,8,12,340.9868132019043,0.26668334990896564
20,9,10,7.417239518165588,0.03485802200762281
21,9,11,12.60063491344452,0.0710037261804765
22,9,12,105.64399105072022,0.09381249297199233
23,10,11,7.412527368068695,0.0435099201397835
24,10,12,12.601713118553162,0.07170721415827588
25,11,12,7.415155837535858,0.04905487540587592
26,12,13,7.403466064929962,0.04160782811405336
27,12,14,12.585364966392516,0.07354652251636305
28,12,15,105.63326538085937,0.09045596020779985
29,12,16,179.90253311157227,0.3572176476267134
30,13,14,2.4252339148521425,0.03501485338327998
31,13,15,3.372817919254303,0.018959956059685847
32,13,16,29.415552349090575,0.22555944676716505
33,14,15,2.4251503944396973,0.0346148784304925
34,14,16,3.3729427111148835,0.021966171804449645
35,15,16,2.422551679611206,0.025841686677925104
